user_id,username,nickname,bio,join_date,profile_pic_url,geo_location,num_followers,num_following,is_verified,"is_private
"
47343068,Day 20 no #XboxSeriesX,LozCorp,YKWII #BWS,15-06-2009 14:10,http://pbs.twimg.com/profile_images/1329852585503821824/NJvmlgsy_normal.jpg,196,1069,2334,FALSE,"False'
"
4811317993,nadim rahman,skyman880,SEO Expert web designer\n#amazon Smart Home Gadget\nhttps://t.co/V7RrrAzZHa,25-01-2016 07:35,http://pbs.twimg.com/profile_images/1249883737547886594/O8URuOuy_normal.jpg,24,126,1311,FALSE,"False'
"
1.13744E+18,Twitch Buds,TwitchBuds,Next level #streamer promotion. Join the Discord: https://t.co/VL0mbOKUQj,08-06-2019 19:27,http://pbs.twimg.com/profile_images/1275586575301304321/qTjBmnfQ_normal.jpg,119,5909,6,FALSE,"False'
"
286584440,Gabriele Mastrog...,Mausoleo87,"Videogames, TV Series and Movies are my juice...and pasta of course",23-04-2011 08:36,http://pbs.twimg.com/profile_images/459851827480395776/y5HuZiAZ_normal.jpeg,81,173,504,FALSE,"False'
"
1671815870,SpoopyFranku,SpoopyFranku,NULL,15-08-2013 00:54,http://pbs.twimg.com/profile_images/1142479735051706369/2Kk9ZPGx_normal.jpg,187,69,288,FALSE,"False'
"
9.18865E+17,Francisco Maestre,Francis09928179,NULL,13-10-2017 15:46,http://pbs.twimg.com/profile_images/918867605842210816/BW2R9ssQ_normal.jpg,44,1,88,FALSE,"False'
"
493833718,Guillaume,phenix_90000,NULL,16-02-2012 07:31,http://pbs.twimg.com/profile_images/619261351677034496/mcOtlQgH_normal.jpg,154,3,50,FALSE,"False'
"
7.6697E+17,\xf0\x9d\x93\xa9\xf0\x9d\x93\xae\xf0\x9d\x93\xb5\xf0\x9d\x93\xae\xf0\x9d\x93\xbc\xf0\x9d\x93\xbd\xf0\x9d\x93\xaa \xf0\x9d\x93\xa9. \xf0\x9d\x93\xa1\xf0\x9d\x93\xb2\xf0\x9d\x93\xb8\xf0\x9d\x93\xbd\xf0\x9d\x93\xbd,zelestariott,"\xd1\x8f \xd0\xba\xd1\x80\xd0\xb0\xd1\x88\xd1\x83 \xd0\xbd\xd0\xbe\xd0\xb3\xd1\x82\xd0\xb8 \xd0\xb2 \xd1\x87\xd1\x91\xd1\x80\xd0\xbd\xd1\x8b\xd0\xb9 \xd1\x82\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xba\xd0\xbe \xd0\xb8\xd0\xb7-\xd0\xb7\xd0\xb0 \xd0\xb2\xd0\xb8. gameboy 2000, but in a girl way. jackie welles simp.",20-08-2016 12:07,http://pbs.twimg.com/profile_images/1331531669191467010/XFyt1lvR_normal.jpg,17,49,20,FALSE,"False'
"
1.31129E+18,No\xc3\xa9,No08983662,NULL,30-09-2020 12:55,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,44,1,93,FALSE,"False'
"
398779496,\xd9\x8b,BlastedRoyalty,fuck off // @wolfgenz \xe2\x99\xa1,26-10-2011 14:50,http://pbs.twimg.com/profile_images/1289762057907249153/fR8D16gN_normal.jpg,158,1706,597,FALSE,"False'
"
4220780714,Paris,pariskzk_paris,cyberpunk 2077 is the love of my life.,13-11-2015 06:48,http://pbs.twimg.com/profile_images/1293911815731048453/dFbs47IQ_normal.jpg,221,266,720,FALSE,"False'
"
53072539,Jason Tyner,diablo_aod,"Disabled. Love Surfing, Skateboarding, Martial Arts, Music & Video Games.. S.D.M.F..\nXbox GT: DIABLO 81SC ..Beard Gang Gaming. #WeVapeWeVote #Libertarian",02-07-2009 14:11,http://pbs.twimg.com/profile_images/1323783737004511234/l-ISxr5J_normal.jpg,221,1763,4979,FALSE,"False'
"
1.30089E+18,Cyberpunk2077.cars,CyberpunkCars,\xe2\x96\xb6\xe1\xb4\x84\xca\x8f\xca\x99\xe1\xb4\x87\xca\x80\xe1\xb4\x98\xe1\xb4\x9c\xc9\xb4\xe1\xb4\x8b \xf0\x9d\x98\xa4\xf0\x9d\x98\xa2\xf0\x9d\x98\xb3\xf0\x9d\x98\xb4 lovers!\xf0\x9f\xa4\x98\n\xe2\x96\xb6Send your own shots/videos! \xf0\x9f\x93\xb8\n\xe2\x96\xb6Instagram: https://t.co/3ex6nTq2dQ,01-09-2020 20:12,http://pbs.twimg.com/profile_images/1324306160623693824/XhbxL3w__normal.jpg,53,24,11,FALSE,"False'
"
3370480179,Darran,Dall3nn,It\'s the best shit content on Twitch https://t.co/vpXoJIZWro,11-07-2015 09:40,http://pbs.twimg.com/profile_images/1285596207633633281/GSJfq0i3_normal.jpg,56,95,183,FALSE,"False'
"
93097380,Pachulin Johnny \xef\xa3\xbf,PACHULIN77,\xf0\x9f\x8e\xaeGAMER DE CORAZ\xc3\x93N\xf0\x9f\x8e\xae Xbox One X / Play Station 4 / Nintendo Switch,28-11-2009 02:04,http://pbs.twimg.com/profile_images/1320020615450009600/w4HYzLHC_normal.jpg,109,541,2679,FALSE,"False'
"
1.3093E+18,PlayStation Game Size,PlaystationSize,PlayStation Game Size (Base + Update),25-09-2020 01:06,http://pbs.twimg.com/profile_images/1309303019977154560/9zLre7or_normal.jpg,96,612,4,FALSE,"False'
"
1.00963E+18,All\xc3\xa1n Lozano,allanlozano97,Ingeniero qu\xc3\xadmico // XXIII // \xf0\x9f\x87\xab\xf0\x9f\x87\xae\xf0\x9f\x87\xab\xf0\x9f\x87\xae,21-06-2018 03:06,http://pbs.twimg.com/profile_images/1211519621825728518/zVv_-G8I_normal.jpg,104,206,886,FALSE,"False'
"
1.27537E+18,Panda,Almatabie,\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xe2\x80\x8f\xd9\x85\xd8\xaa\xd8\xa7\xd8\xa8\xd8\xb9 \xd9\x83\xd9\x84 \xd8\xad\xd8\xaf\xd8\xab \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa,23-06-2020 10:15,http://pbs.twimg.com/profile_images/1310641167185383425/O9YgJPgk_normal.jpg,104,6,66,FALSE,"False'
"
8.96422E+17,Jamoros14,JAMediaESP,"Aprendiendo cada d\xc3\xada, el cine y los videojuegos mi estilo de vida, mis mosqueteros lo mejor que tengo, estudio comunicaci\xc3\xb3n audiovisual y stremeo de momento",12-08-2017 17:24,http://pbs.twimg.com/profile_images/1324891122603356162/hl8eBXDy_normal.jpg,146,2047,1958,FALSE,"False'
"
1.06649E+18,Ali Roholamini,aliringo1,Video Game Journalist at @Gtreeir and @bazimag\nLoading : Web and App Developer,25-11-2018 00:18,http://pbs.twimg.com/profile_images/1295387348541349888/qRXQBCCO_normal.jpg,21,21,82,FALSE,"False'
"
2377336333,Virtual Axiom,Virtual_Axiom,Twitch Affiliate: https://t.co/7SSN3HNKVK Business email: contact@virtualaxiom.live,07-03-2014 16:11,http://pbs.twimg.com/profile_images/1307743450310176769/fNcz-su6_normal.jpg,135,196,410,FALSE,"False'
"
1.04022E+18,D\'Sean Miller,DSeanMiller2,"I\xe2\x80\x99m Black, Love video games collection ,anime,funko pop & gunpla",13-09-2018 13:01,http://pbs.twimg.com/profile_images/1268671281949339650/dwQG-ffY_normal.jpg,126,266,1555,FALSE,"False'
"
284131720,Cyrius,Cyrius340,#Gamer. Passionn\xc3\xa9 d\xe2\x80\x99Histoire sp\xc3\xa9cialit\xc3\xa9 Histoire Ancienne.\n#HouseTargaryen #RomaAeterna,18-04-2011 17:50,http://pbs.twimg.com/profile_images/1231631165246889987/Bpa_-_HN_normal.jpg,114,668,878,FALSE,"False'
"
771332107,\xe2\x99\x88\xef\xb8\x8fROBERTO\xe2\x99\x88\xef\xb8\x8f,machete2261,\xf0\x9f\x8e\xaeMe encantan los videojuegos\xf0\x9f\x8e\xae \xf0\x9f\x8f\x86Cazatrofeos\xf0\x9f\x8f\x86 \xe2\x9a\xaaReal Madrid CF\xe2\x9a\xaa,21-08-2012 11:24,http://pbs.twimg.com/profile_images/1156615685381996546/twPBTRvW_normal.jpg,58,318,3591,FALSE,"False'
"
148562096,Nick Tursi,NaxthorTM,(He/Him) Novice coder trying to get their first app done while procrastinating with their cat Louie.,27-05-2010 01:12,http://pbs.twimg.com/profile_images/1331688699751522309/93y1JMVH_normal.jpg,66,40,130,FALSE,"False'
"
1.28809E+18,Gaming Creators Network,gamingcreatorsn,Dedicated to boosting your Streams by sharing \xf0\x9f\x94\x81 your posts on social media when you go live. Mention us for a quick re-post of your Tweet. Join us below,28-07-2020 12:40,http://pbs.twimg.com/profile_images/1309355813346123777/hi_nOKce_normal.jpg,137,2514,23,FALSE,"False'
"
49670748,Terry Terrones,terryterrones,"Journalist for the @csgazette, @uofdenver alum, @Broncos super fan, television critic, @OfficialTCA and @CriticsChoice member https://t.co/3MUMaH8XdB \xe2\x9a\xa1\xef\xb8\x8f",22-06-2009 15:59,http://pbs.twimg.com/profile_images/1156941206556798977/waHkOdWX_normal.jpg,196,4765,512,TRUE,"False'
"
115334075,RegionPlayStation,RegionPS,\xc2\xbfHablamos sobre #PlayStation? Este es tu lugar. Esc\xc3\xbachanos en @PodcastRegion y puedes vernos en @RegionpsTV 2007/2020,18-02-2010 10:07,http://pbs.twimg.com/profile_images/1325748994648268801/nRJPottI_normal.jpg,60,21191,126,FALSE,"False'
"
721194602,\xf0\x9f\x90\x89 DragonTribes \xf0\x9f\x90\x89 #PowerYourDreams #XboxSeriesX,DragonTribes,\xf0\x9f\x98\x8e Proud Dad \xf0\x9f\x98\x8e\n\xf0\x9f\x91\x80 Gaming IT Tech Music & Arts \xf0\x9f\x91\x80\n\xf0\x9f\x94\xa5 Tenno \xf0\x9f\x94\xa5\n\xf0\x9f\x8e\xae #XboxSeriesX #NintendoSwitch \xe2\x99\xbf Player \xf0\x9f\x8e\xae\n\xf0\x9f\x92\x9c https://t.co/J1tZHQnCeM \xf0\x9f\x92\x9c\n\xf0\x9f\x92\x9a I love #Xbox \xf0\x9f\x92\x9a,28-07-2012 00:54,http://pbs.twimg.com/profile_images/1328690648808042502/UvOS0W6S_normal.jpg,44,305,1261,FALSE,"False'
"
1289447864,Bam/Nermian,Nermian12,Nerdy film student who likes to make youtube videos - https://t.co/RLxXxhWgnR,22-03-2013 19:12,http://pbs.twimg.com/profile_images/1312289562731913216/xrjxgUTT_normal.jpg,199,168,565,FALSE,"False'
"
2233489905,\xe2\xad\x95\xef\xb8\x8f,Spectre1_7,where the fuck I am?,19-12-2013 17:16,http://pbs.twimg.com/profile_images/1307010543761395720/_vFfcxL2_normal.jpg,61,72,246,FALSE,"False'
"
1.21251E+18,Sergey Kashchuk,Sergey1Kashchuk,NULL,01-01-2020 22:50,http://pbs.twimg.com/profile_images/1220778854232608768/tr6M3kug_normal.jpg,24,2,73,FALSE,"False'
"
1.05984E+18,Lukas,AmLxkxs,NULL,06-11-2018 16:18,http://pbs.twimg.com/profile_images/1059842945573109766/mS6_1Fkv_normal.jpg,26,4,189,FALSE,"False'
"
1158333518,Jeffersom,CRFjeffersom,"Deus, Flamengo, games e Formula 1",07-02-2013 21:35,http://pbs.twimg.com/profile_images/1324531834944954369/i8q7ZyRw_normal.jpg,85,1842,870,FALSE,"False'
"
1.32114E+18,Jonas Franke,j0na553n,Streamer in den ersten Z\xc3\xbcgen. Langsam geht\'s voran!,27-10-2020 17:31,http://pbs.twimg.com/profile_images/1325035649796349952/8ZueJ9x3_normal.jpg,121,2,27,FALSE,"False'
"
1.32583E+18,Famas GM,FamasGm,NULL,09-11-2020 16:05,http://pbs.twimg.com/profile_images/1332863646062481408/jBtLaP7h_normal.jpg,129,1,7,FALSE,"False'
"
8.0585E+17,jarjarbinks,j4rj4r_binks,Passionn\xc3\xa9 de s\xc3\xa9curit\xc3\xa9 informatique et de bricole en tout genre.\n\xc3\x89tudiant Polytechnique,05-12-2016 19:04,http://pbs.twimg.com/profile_images/956535053923831808/QBV8Udz6_normal.jpg,40,1569,4115,FALSE,"False'
"
285231596,Derrick Wingler,DerrickWingler,NULL,20-04-2011 19:35,http://pbs.twimg.com/profile_images/1048199863609880576/Oknba27c_normal.jpg,53,5,117,FALSE,"False'
"
3039073797,Kenan Avc\xc4\xb1,kenan9511,Bilgisayar Oyuncusu\nComputer Player\nBirth: 30 November 1995\nhttps://t.co/Gyp61FN86x,15-02-2015 14:31,http://pbs.twimg.com/profile_images/1280083784310849537/yBIHJh0i_normal.jpg,61,10,270,FALSE,"False'
"
465521679,MLC \xf0\x9f\x8c\x9f,MlCarlutti,"Responsable #num\xc3\xa9rique - #TransformationDigitale , #Innovation #changemanagement #Marketing #Digital #Agile. #Geek #Crypto #AltCoin Curieuse de tout.\xf0\x9f\x98\xba",16-01-2012 12:59,http://pbs.twimg.com/profile_images/1024230767029825536/ESMV458u_normal.jpg,122,741,638,FALSE,"False'
"
131801580,harji virk,harjivirk2,NULL,11-04-2010 11:04,http://pbs.twimg.com/profile_images/1301213020060880896/pQasvrKF_normal.jpg,71,3,28,FALSE,"False'
"
2355120648,Liloowane,Liloowane,#Geekette curieuse de tout \xe2\x80\xa2 #Gameuse \xf0\x9f\x8e\xae \xe2\x80\xa2 un brin #Cinephile \xe2\x80\xa2 j\'\xe2\x99\xa5 les #Livres \xe2\x80\xa2 Lire vos #tweets me d\xc3\xa9tend... ou pas ! \xf0\x9f\x98\x81\xf0\x9f\x98\x89,21-02-2014 17:37,http://pbs.twimg.com/profile_images/1082730146736603136/DVYHY0xj_normal.jpg,32,745,1280,FALSE,"False'
"
233327613,z\xc3\xa9 n aguenta mais esperar por Cyberpunk,JoseViniG,2.0\nEngenharia Qu\xc3\xadmica - PUCRS\nPort\xc3\xa3o 7 \xf0\x9f\x94\xb4\xe2\x9a\xaa\n\xf0\x9f\x93\xb7: https://t.co/oZnxEVkPvd\no homem mais sexy feito pela minha m\xc3\xa3e,02-01-2011 23:20,http://pbs.twimg.com/profile_images/1310716288206090241/UBZrmY_t_normal.jpg,187,162,199,FALSE,"False'
"
1.19168E+18,yxsss,BoutteHugo,NULL,05-11-2019 11:42,http://pbs.twimg.com/profile_images/1324968290666549248/JYK4-Ufh_normal.jpg,207,9,268,FALSE,"False'
"
7.27257E+17,Yohokaru,yohokaru,"Gry video, wrestling. Tw\xc3\xb3rca kana\xc5\x82u o grach RETROSTRZA\xc5\x81 na YouTube Kontakt: retrostrzal@gmail.com\nTwitch: https://t.co/nUgJ2s5lPT\nYT: https://t.co/9Z6g1ulwqP",02-05-2016 22:01,http://pbs.twimg.com/profile_images/1112693118376251392/PnYZLE_2_normal.png,171,355,709,FALSE,"False'
"
2871991354,Dani_Y CFT-Yusuke86,Nanochi_Yusuke,NULL,11-11-2014 07:48,http://pbs.twimg.com/profile_images/1168872097227182080/dDZLzwQ2_normal.jpg,220,81,905,FALSE,"False'
"
7.16268E+17,Dirty-Tyler,RealDirtyTyler,YT Channel https://t.co/h9zo4eUAWf,02-04-2016 14:16,http://pbs.twimg.com/profile_images/1278079793414750208/2O8QZbAv_normal.jpg,212,4465,17,FALSE,"False'
"
1.33015E+18,\xd0\x9d\xd0\xb8\xd0\xba\xd0\xbe\xd0\xbb\xd0\xb0\xd0\xb9,Ki2UwCVPSLt488G,NULL,21-11-2020 14:07,http://pbs.twimg.com/profile_images/1330151064910376963/uluS7tbe_normal.jpg,181,0,5,FALSE,"False'
"
3091804103,Jojo3\xe2\x83\xa35\xe2\x83\xa3 \xf0\x9f\x94\xb4\xe2\x9a\xab,alibaba2935,La vie ne vaut rien. mais rien ne vaut la vie. (Andr\xc3\xa9 Malraux)\xf0\x9f\x98\x89 Allez le SRFC ! \xf0\x9f\x94\xb4\xe2\x9a\xab\xef\xb8\x8f#TeamSRFC  #CapFrehel #FortlaLatte,14-03-2015 20:43,http://pbs.twimg.com/profile_images/886358986278260737/Z4G1wBXD_normal.jpg,232,768,4412,FALSE,"False'
"
1.26507E+18,Commun,im_commun,Me gusta jugar y rolear.,26-05-2020 00:09,http://pbs.twimg.com/profile_images/1332101091236999169/yCtKdJeZ_normal.jpg,197,0,4,FALSE,"False'
"
3070115817,Aronild,AroniId,\xf0\x9f\x90\xba Cyber-Louveteau\n\xf0\x9f\xa7\xad Explorateur de mondes virtuels\n\xf0\x9f\x8e\xa5 Cr\xc3\xa9ateur de contenu sur les internets,04-03-2015 15:33,http://pbs.twimg.com/profile_images/1308327887976701952/sGFy7ha2_normal.jpg,102,61,15,FALSE,"False'
"
7.30557E+17,CNA Hombre,charlemange93,Bachelors In Science. Biology Major. Organic Chemistry WIZARD. Certified Nursing Assistant. #stayhome,12-05-2016 00:37,http://pbs.twimg.com/profile_images/1328065221882245123/C96R9kmL_normal.jpg,57,594,778,FALSE,"False'
"
3343371099,Low qi,Boscolii,NULL,24-06-2015 00:43,http://pbs.twimg.com/profile_images/1331546061681418240/GyM31onF_normal.jpg,220,29,318,FALSE,"False'
"
7.55819E+17,RewVN7,richwhiteSW,"I a proud husband and farther I love my family more than anything and my passion is Star Wars Series/Cyberpunk 2077 , Mass Effect Series and Xbox gaming",20-07-2016 17:37,http://pbs.twimg.com/profile_images/1329493320784109568/K5qn-UT6_normal.jpg,54,21,273,FALSE,"False'
"
1.16804E+18,baby gem,xivianas,"\xf0\x9f\x92\x8b you perceiving me, don\xe2\x80\x99t do dat",01-09-2019 06:11,http://pbs.twimg.com/profile_images/1331668407700353024/pSwzaFJt_normal.jpg,58,56,126,FALSE,"False'
"
1.12985E+18,KD6-3.7 \xef\xb8\xbd\xe2\x9c\xb5\xef\xb8\xbd,CaptainWWatts,"26 || 6.10.21 || That suggests that what you fear most of all is -- fear. Very wise, Harry. || Confronting fear is the destiny of a jedi || He/Him",18-05-2019 20:39,http://pbs.twimg.com/profile_images/1330961676481556480/6nrNFtBE_normal.jpg,105,186,1261,FALSE,"False'
"
1.17471E+18,Ryolos,ryoloslol,mono ekko at\xc3\xa9 dia 10,19-09-2019 15:33,http://pbs.twimg.com/profile_images/1326218565402423297/jkWP3Uhn_normal.jpg,207,122,127,FALSE,"False'
"
250665788,Morphines,Clara_OW,19 | This is the way |  In love with cetaceans \xf0\x9f\x90\xac\xf0\x9f\x90\xb3\xf0\x9f\x92\x99 | \xe2\x9c\xa8 armors \xe2\x9c\xa8,11-02-2011 15:14,http://pbs.twimg.com/profile_images/1331363010288476164/yXyYdtJ1_normal.jpg,63,531,699,FALSE,"False'
"
3082252956,Matteo S,Matte_11,NULL,14-03-2015 20:43,http://pbs.twimg.com/profile_images/900769541206269952/C3PZKQ1M_normal.jpg,184,2,117,FALSE,"False'
"
4127584752,Holistic Weirdo,holisticweirdo,Photographer     Taken Forever\n,04-11-2015 20:42,http://pbs.twimg.com/profile_images/1328790080983449600/JHCZJSkg_normal.jpg,113,910,72,FALSE,"False'
"
1.06719E+18,Brenu Lixu,Brenu92420361,S\xc3\xb3 mais um perfil bosta ae,26-11-2018 22:41,http://pbs.twimg.com/profile_images/1210318291719335938/k6pxfpZx_normal.jpg,110,7,55,FALSE,"False'
"
1.26944E+18,\xe2\x98\x81\xef\xb8\x8fMADE IN HEAVEN\xe2\x98\x81\xef\xb8\x8f,JoJo98476713,NULL,07-06-2020 01:27,http://pbs.twimg.com/profile_images/1324930253878333440/032BXhDU_normal.jpg,39,263,612,FALSE,"False'
"
3064266184,Tech Junkie,techjunkiejh,"https://t.co/mVXNWwBD1G , promoter of coding. Coding should be fun. How you think is just as important as what you think. News,games,Movies,TV, invest junkie",27-02-2015 00:58,http://pbs.twimg.com/profile_images/587160065536299009/9MBFPj6a_normal.png,35,28604,24520,FALSE,"False'
"
8.94608E+17,Tymburr,ShibaFoxx,Tymburr & Ratzo | 23 | | Black By Popular Demand | Loves Miles Morales | Fox/Shiba | Dorky Boi | My Hero Academia | Non-Bionary | @OhMegaSuits fursuiter(soon),07-08-2017 17:14,http://pbs.twimg.com/profile_images/1330092874579533827/3H4f_i6W_normal.jpg,99,2197,646,FALSE,"False'
"
1.32116E+18,Nixgig Gaming,nixgig,Just a couple of friends making gaming videos\n\nhttps://t.co/PfiOtOLQP3,27-10-2020 18:35,http://pbs.twimg.com/profile_images/1321160759347449858/e5Y-Ne2l_normal.jpg,12,2,88,FALSE,"False'
"
633135943,Vinicius VZR,VinciusZavarize,Humano em meio per\xc3\xadodo,11-07-2012 18:55,http://pbs.twimg.com/profile_images/1311023339083886592/I4SFO1qD_normal.jpg,207,49,607,FALSE,"False'
"
1.30516E+18,KWin-D20,DanceKawine,"N\'essayez pas de me mettre dans une case, c\'est impossible !",13-09-2020 14:44,http://pbs.twimg.com/profile_images/1329087630093369348/DWidgI9u_normal.jpg,137,211,2457,FALSE,"False'
"
1.28852E+18,jean gomez,jeangom92120927,NULL,29-07-2020 16:42,http://pbs.twimg.com/profile_images/1288515981430620162/Wr4LgHiv_normal.jpg,203,4,155,FALSE,"False'
"
1.07307E+18,Carvalho #Cyberpunk2077,bommidug,im fly asf / xbox4life / gamertag - BR Vini BR,13-12-2018 04:22,http://pbs.twimg.com/profile_images/1327394309675626497/gDMtnWd2_normal.jpg,139,85,177,FALSE,"False'
"
1.33277E+18,Gaming Nars Joe,GNJoeUS,"Filipino RN here in SoCal. This page/channel will be about gaming, toys, gadgets, anime, manga/comics and pretty much any of my interests. Hope to see you here!",28-11-2020 19:28,http://pbs.twimg.com/profile_images/1332768433155371008/_2BgS3UE_normal.jpg,212,4,148,FALSE,"False'
"
372089768,JAGO KAZAMA 24,JagoKazama24,NULL,12-09-2011 03:20,http://pbs.twimg.com/profile_images/1321974602659205120/Aid5m9z__normal.jpg,37,631,4998,FALSE,"False'
"
1.26269E+18,Jos\xc3\xa9,Simrys0,Objectif : Twittos certifi\xc3\xa9 tu connais \xf0\x9f\xa4\x99\xf0\x9f\x8f\xbc,19-05-2020 10:34,http://pbs.twimg.com/profile_images/1262694906948128769/aRQRV1cl_normal.jpg,62,1,52,FALSE,"False'
"
1626305028,\xf0\x9f\x8d\x83 \xf0\x9d\x94\xa5\xf0\x9d\x94\x9e\xf0\x9d\x94\xa6\xf0\x9d\x94\xa9 \xf0\x9d\x94\xb0\xf0\x9d\x94\x9e\xf0\x9d\x94\xb1\xf0\x9d\x94\x9e\xf0\x9d\x94\xab \xf0\x9f\x8d\x83,KatieSchueler,playing Dauntless \xe2\x9c\xa8be kind \xe2\x9c\xa8 you\xe2\x80\x99ve probably called me for help before \xe2\x9c\xa8she / her \xe2\x9c\xa8,27-07-2013 21:18,http://pbs.twimg.com/profile_images/1289923038155218944/qr3WyBl-_normal.jpg,108,13,292,FALSE,"False'
"
65354408,C,NYCAssassin1,"Gaming, cosplay and cons are my thing, gym & life enthusiast, I play #Destiny2, #overwatch, #FFXIV, hyped for #CyberPunk2077.",13-08-2009 12:48,http://pbs.twimg.com/profile_images/1240014722252111874/ysyuzVNp_normal.jpg,4,1199,1675,FALSE,"False'
"
9.24038E+17,FullDealsFR,FullDealsFR,"\xf0\x9f\x94\xa5\xf0\x9f\x8e\xa7\xf0\x9f\x93\xb1\xf0\x9f\x92\xbb\xf0\x9f\x96\xb1\xf0\x9f\x93\xb7Les meilleurs #BonPlan du web sur le High-Tech, la t\xc3\xa9l\xc3\xa9phonie, les jeux vid\xc3\xa9o, l\'informatique #BonPlan #Promos #R\xc3\xa9duction #Deals #PS5 #Black Friday",27-10-2017 22:20,http://pbs.twimg.com/profile_images/924044810050244609/uEKzhTvq_normal.jpg,177,7357,1114,FALSE,"False'
"
1.32606E+18,El chaton,_Alt3r_3g0,"Compte humoristIque, tentative de jeux de mot. Sans avoir un grand \xc3\xa9go. Sois indulgent. Et bienvenue \xc3\xa0 toi si tu d\xc3\xa9cides de t\xe2\x80\x99installer",10-11-2020 07:22,http://pbs.twimg.com/profile_images/1327554276336529408/siUOAijK_normal.jpg,146,51,123,FALSE,"False'
"
1.25059E+18,CHUG-N00B,ChugN00b,"Hello I am CHUG-N00B and I have my own little youtube account and it wold mean the world to me of you would subscibe and ring the bell,I will be uploding soon.",16-04-2020 00:42,http://pbs.twimg.com/profile_images/1250585676749377536/f4BhI5Cm_normal.jpg,164,2,36,FALSE,"False'
"
1.00007E+18,\xf0\x9f\x8c\xb4 LoannTW \xf0\x9f\x8c\xb4,BdlLolo,18 yo \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 | Player MultiGaming \xe2\x9c\x8c\xef\xb8\x8f\xf0\x9f\x8e\xae\nStreamer #MultiGaming\nCaster RL @TeamMetaleak & #WavySeries Orga.par @EsportWavy\nSupporter : #VForVictory @TeamVitality,25-05-2018 17:34,http://pbs.twimg.com/profile_images/1233104150172446720/9iPttwHM_normal.jpg,193,303,1899,FALSE,"False'
"
